StudentID,Name,DOB,Grade,AttendancePercent,Maths,Physics,Chemistry,Biology,English,History,Geography,Computer,SportsScore,BehaviorScore,ParentContact,AdmissionDate,Scholarship,ExtraCurricular,Remarks
S500360,Student Pvyptic Aqobf,2000-04-19,F,45.12,8,62,90,70,83,37,97,37,18,2,918712684638,2018-12-16,Yes,Art,Remark Eigzisiuv
S500361,Student Zcvxrutrssubfjl,2000-02-01,A,56.07,60,58,16,79,84,4,83,73,2,6,918773071791,2018-12-14,Yes,Art,Remark Qwjmgffwgouc
S500362,Student Oumaenhkx,2000-05-27,A,44.23,48,44,26,17,2,9,10,54,1,7,918861455018,2018-11-13,Yes,Unknown,Remark Bcsvgqhwjpqygt
S500363,Student Cjzfav,2000-05-27,F,63.4,68,23,58,36,67,11,91,32,4,2,917996640247,2018-10-13,Yes,Sports,Remark Ejraryethjlsl
S500364,Student Jighpy,2000-02-01,D,88.35,19,61,21,50,23,93,29,35,12,6,918424423564,2018-10-28,Yes,Unknown,Remark Rperhyvoud
S500365,Student Mauyj,2000-11-17,B,46.76,81,18,91,72,22,50,69,70,2,3,917128406691,2018-10-28,Yes,Art,Remark Hlkbwmeimgiiwkq
S500366,Student Mjffiiljzjotd,2000-05-27,E,75.62,12,32,32,87,39,36,20,23,30,0,918342216640,2018-09-15,Yes,Art,Remark Etwk Dlprib
S500367,Student Gzqfl Ihrmqbgvt,2000-02-01,A,73.22,56,97,12,31,56,74,78,8,16,4,917560399980,2019-04-21,No,Art,Remark Dlturfbfr
S500368,Student Wtshfhfo,2000-07-19,D,49.75,15,9,25,71,69,71,37,27,34,6,917505391455,2018-10-13,No,Sports,Remark Qrhekdq
S500369,Student Hdumxyoax,2000-03-04,F,92.48,38,23,28,87,36,23,81,97,16,7,917525151254,2019-03-16,Yes,Music,Remark Fsxfnfo
S500370,Studene Qxyyff Ag,2000-05-27,C,69.55,4,92,56,20,6,59,94,21,46,5,918084248041,2018-11-19,Yes,Art,Remark Ocfygh
S500371,Student Zhazibljgz,2000-12-18,F,56.02,20,34,69,4,83,77,48,53,32,8,919030803953,2019-04-08,Yes,Sports,Remark Dallitztk
S500372,Student Uadcjclpyftkvb,2000-05-27,B,89.34,3,12,51,62,21,87,4,47,29,9,917251528766,2018-11-25,Yes,Music,Remark Krtggi Gvwv
S500373,Student Ugqqxqfieik,2000-12-11,D,84.09,47,50,79,28,44,52,96,41,5,8,917435019251,2018-10-28,Yes,Art,Remark Wdpphu
S500374,Student Evuohkdra,2000-02-01,E,93.1,67,84,25,49,91,89,68,4,5,2,917839899559,2018-11-09,No,Music,Remark Vnumupmyhm
S500375,Student Guxwerdyz Eyp,2000-01-20,C,48.87,92,29,24,52,37,92,16,89,2,6,919231153211,2018-09-15,Yes,Unknown,Remark Hejpydyigfufl
S500376,Student Jnvrpisam,2000-12-10,A,52.86,75,70,64,25,45,5,41,77,11,7,919738922828,2019-02-05,Yes,Music,Remark Tjljpqzndk
S500377,Student Idxcyyvmpk,2000-08-20,E,58.65,49,25,21,99,5,83,75,44,26,1,919028287347,2018-07-31,Yes,Music,Remark Hrgbkxuozzwqfjw
S500378,Student Zqwwinxgnsrwi,2000-02-01,D,74.47,66,32,64,38,13,34,6,34,45,8,917838330097,2019-03-16,No,Sports,Remark H Miyomiuiw C
S500379,Student Hrfszysaemzc,2000-05-27,D,69.69,9,62,90,37,9,62,78,57,14,3,919407427448,2018-09-15,Yes,Art,Remark Vrsjuvv Vfeupp
S500380,Student Pxmcjhywtm,2000-02-01,C,75.71,6,15,54,26,15,86,94,4,2,7,919549870168,2019-02-05,Yes,Unknown,Remark Xgayruhlytaxw
S500381,Student Htursmrsxfsmq,2000-05-27,D,64.61,73,2,85,57,26,80,51,39,6,7,918679394038,2018-11-15,No,Music,Remark Lxdqnqtzpln Afy
S500382,Student Rvjcpc,2000-01-20,C,96.25,38,95,40,45,18,6,80,9,38,8,917606527679,2018-08-21,Yes,Sports,Remcrk Eaeoncyq X
S500383,Student Mzonz,2000-05-07,D,53.06,49,4,60,43,69,42,24,72,30,4,918266415583,2019-02-05,Yes,Unknown,Remark Rglmslky
S500384,Student Sgfedjfm,2000-01-02,A,89.51,31,55,36,35,91,65,8,0,4,6,918896474213,2019-02-05,No,Music,Remark Xfidwioa N
S500385,Student Xorqosywfvithxv,2000-02-01,A,90.29,84,57,68,81,3,41,59,66,16,6,917722462499,2019-02-23,No,Sports,Remark Xpfztiqwkms
S500386,Student Giuthgrmqaztnxm,2000-05-27,A,97.02,17,12,0,100,63,80,90,32,8,4,919447812921,2018-08-28,No,Art,Remark Gkbwyjddpzwrd
S500387,Student Obxr Zfnp,2000-01-20,B,89.59,97,83,83,42,77,49,26,95,14,6,919526355815,2019-02-05,Yes,Art,Remark Vrebl
S500388,Student Pbzgcl,2000-09-16,B,56.12,82,92,95,18,80,48,89,98,43,7,919294487292,2019-02-05,Yes,Art,Remark Trdrczqnpsknbk
S500389,Student Gtyajfahj,2000-05-27,B,43.62,12,43,83,21,40,8,81,90,22,1,917089063292,2018-06-12,Yes,Sports,Remark Lkjgeymtid
S500390,Student Dt Lv,2000-02-01,C,71.07,82,26,70,33,46,31,94,48,37,1,919748806024,2019-04-08,No,Art,Remark Nmxnb
S500391,Student Lxftno,2000-09-15,B,63.93,3,77,3,83,29,36,34,87,43,2,919137791627,2018-10-28,Yes,Music,Remark Jvgzz
S500392,Student Gtizwlscqtxqv,2000-12-18,A,61.2,38,77,22,13,93,2,89,91,17,2,919127120817,2018-11-01,Yes,Unknown,Remark Pkdvks
S500393,Student Mnlbwjqet,2000-05-27,E,67.9,66,16,19,83,41,88,15,48,36,1,917512207181,2019-02-05,Yes,Unknown,Remark Sswdumsxomhj
S500394,Student Wnxxlb Yeqtpbll,2000-06-13,F,68.59,98,40,49,34,93,84,65,58,0,7,917928128197,2018-10-13,No,Sports,Remark Etgdkaxp
S500395,Student Bshiippw,2000-02-01,C,44.91,19,82,55,26,71,19,10,57,22,1,919727095912,2018-09-15,No,Sports,Remark Pwjwu Uxf
S500396,Student Iaozo,2000-05-27,F,65.96,67,61,25,60,21,1,28,14,18,3,919483746450,2019-02-05,Yes,Unknown,Remark Egvvlwu
S500397,Student Ebdfggwxjjog,2000-05-27,D,65.84,7,11,47,47,97,81,17,89,22,9,918698429925,2019-01-06,Yes,Unknown,Remark Gnfjgikdxlmra
S500398,Student Kubhjibbfltwuqi,2000-05-27,E,78.85,60,49,44,87,49,7,41,78,13,4,919692391361,2018-12-04,No,Art,Remark Qgeoo
S500399,Student Oajdrjuqepwkay,2000-02-01,B,95.59,84,31,69,14,51,31,99,28,15,9,919021715701,2019-01-06,No,Art,Remark Kixtdqngm
